44510132	4066967
44510133	4197540
44510134	44510134
44510135	4123420
44510136	4153286
44510137	44510137
44510138	4066968
44510139	NULL
44510140	NULL
44510141	NULL
44510142	NULL
44510143	4067451
44510144	NULL
44510145	NULL
44510146	NULL
44510147	NULL
44510148	NULL
44510149	4069118
44510150	NULL
44510151	NULL
44510152	NULL
44510153	NULL
44510154	NULL
44510155	44783798
44510156	NULL
44510157	44510157
44510158	4180440
44510159	NULL
44510160	NULL
44510161	NULL
44510162	NULL
44510163	NULL
44510164	NULL
44510165	NULL
44510166	44510166
44510167	4067453
44510168	NULL
44510169	NULL
44510170	NULL
44510171	NULL
44510172	NULL
44510173	NULL
44510174	NULL
44510175	NULL
44510176	NULL
44510177	NULL
44510178	NULL
44510179	NULL
44510180	44510180
44510181	44510181
44510182	44510182
44510183	44510183
44510184	4296241
44510185	NULL
44510186	44510186
44510187	4017459
44510188	4142987
44510189	44790454
44510190	44510190
44510191	44806704
44510192	4141953
44510193	4144151
44510194	4138005
44510195	44807657
44510196	44510196
44510197	4144151
44510198	4139998
44510199	4146301
44510200	4139212
44510201	44807658
44510202	44510202
44510203	4146301
44510204	4138167
44510205	44510205
44510206	4137532
44510207	44510207
44510208	44510208
44510209	4144471
44510210	4067458
44510211	4067459
44510212	4068633
44510213	NULL
44510214	4139049
44510215	44510215
44510216	4076862
44510217	4247012
44510218	4270222
44510219	4067461
44510220	4069129
44510221	4068634
44510222	4142327
44510223	4141254
44510224	44510224
44510225	4322818
44510226	4216250
44510227	4183841
44510228	4179828
44510229	4176922
44510230	4141662
44510231	44510231
44510232	4183841
44510233	4068636
44510234	4264867
44510235	4068637
44510236	44510236
44510237	4002238
44510238	4068638
44510239	4067465
44510240	4069132
44510241	44510241
44510242	4183842
44510243	NULL
44510244	NULL
44510245	44510245
44510246	44790431
44510247	4066984
44510248	4066985
44510249	4142374
44510250	44510250
44510251	4171687
44510252	4068641
44510253	4066988
44510254	40490443
44510255	44510255
44510256	4068640
44510257	NULL
44510258	4143227
44510259	44791042
44510260	NULL
44510261	NULL
44510262	NULL
44510263	NULL
44510264	4068648
44510265	4140892
44510266	4178487
44510267	4138888
44510268	NULL
44510269	44510269
44510270	4139166
44510271	NULL
44510272	NULL
44510273	NULL
44510274	NULL
44510275	NULL
44510276	NULL
44510277	NULL
44510278	44510278
44510279	44790431
44510280	4069213
44510281	4069214
44510282	35622628
44510283	4145687
44510284	44510284
44510285	4141352
44510286	43531514
44510287	44510287
44510288	4171687
44510289	4067469
44510290	4067469
44510291	44510291
44510292	4067468
44510293	4314001
44510294	4181887
44510295	44510295
44510296	44783762
44510297	NULL
44510298	NULL
44510299	NULL
44510300	NULL
44510301	NULL
44510302	44510302
44510303	4181614
44510304	4067670
44510305	4180075
44510306	44510306
44510307	4171687
44510308	4139666
44510309	44510309
44510310	4144589
44510311	4067672
44510312	4069218
44510313	44510313
44510314	4068656
44510315	4233960
44510316	44510316
44510317	4242997
44510318	4139295
44510319	4010264
44510320	4213594
44510321	4001173
44510322	4069219
44510323	4068657
44510324	44510324
44510325	4134888
44510326	4068659
44510327	4277284
44510328	4067675
44510329	44510329
44510330	4163966
44510331	4139169
44510332	44510332
44510333	4067678
44510334	44510334
44510335	4185899
44510336	4098273
44510337	4069221
44510338	4067680
44510339	44510339
44510340	4059308
44510341	4067681
44510342	4068753
44510343	4067682
44510344	44510344
44510345	4069224
44510346	4067684
44510347	44510347
44510348	4067683
44510349	4306113
44510350	44510350
44510351	4059308
44510352	4067688
44510353	4068757
44510354	4067560
44510355	4069230
44510356	4161023
44510357	44510357
44510358	4266622
44510359	4069231
44510360	4067689
44510361	44510361
44510362	4067563
44510363	4139993
44510364	4200500
44510365	4067566
44510366	4069232
44510367	44510367
44510368	4096612
44510369	4067693
44510370	4068760
44510371	4215782
44510372	4067776
44510373	4068762
44510374	44510374
44510375	4248830
44510376	4068763
44510377	4068764
44510378	4067778
44510379	4069234
44510380	44510380
44510381	4342529
44510382	4084438
44510383	4067568
44510384	44510384
44510385	4280567
44510386	4067779
44510387	44510387
44510388	4342532
44510389	44510389
44510390	4151530
44510391	4068766
44510392	44510392
44510393	40489446
44510394	44510394
44510395	4340250
44510396	4068768
44510397	44510397
44510398	44510398
44510399	44510399
44510400	4067573
44510401	4067784
44510402	4067577
44510403	44510403
44510404	4341218
44510405	4068772
44510406	4067786
44510407	4069240
44510408	4341101
44510409	44510409
44510410	4139992
44510411	4142377
44510412	4069323
44510413	44510413
44510414	4067789
44510415	4069324
44510416	44510416
44510417	NULL
44510417	4341218
44510418	4069327
44510419	4069326
44510420	4069328
44510421	4067793
44510422	4137229
44510423	4137229
44510424	4144909
44510425	44510425
44510426	4069326
44510427	4068865
44510428	4199705
44510429	4141046
44510430	4141659
44510431	44510431
44510432	NULL
44510432	4139992
44510433	4012319
44510434	4067794
44510435	4067584
44510436	4067796
44510437	4067585
44510438	44510438
44510439	NULL
44510439	4124043
44510440	4067586
44510441	44510441
44510442	4144594
44510443	44510443
44510444	4297379
44510445	4068870
44510446	44510446
44510447	4304944
44510448	4067798
44510449	4069332
44510450	4068280
44510451	44510451
44510452	4068873
44510453	44510453
44510454	44510454
44510455	NULL
44510456	NULL
44510457	4067799
44510458	44510458
44510459	44510459
44510460	40492976
44510461	4069336
44510462	4048429
44510463	4071648
44510464	44510464
44510465	4040299
44510466	4221722
44510467	4070481
44510468	4071649
44510469	44510469
44510470	4252245
44510471	4230220
44510472	4069353
44510473	44510473
44510474	4071416
44510475	4069355
44510476	4070482
44510477	4139713
44510478	44510478
44510479	44510479
44510480	4071417
44510481	4066636
44510482	4139403
44510483	44789799
44510484	44510484
44510485	4068164
44510486	4071419
44510487	4123268
44510488	4215860
44510489	4069357
44510490	4307652
44510491	4142242
44510492	44510492
44510493	4220964
44510494	4144713
44510495	4066634
44510496	4066408
44510497	44510497
44510498	4071653
44510499	4235798
44510500	44510500
44510501	4071423
44510502	4071424
44510503	42873098
44510504	44510504
44510505	4220964
44510506	4066411
44510507	4066412
44510508	4066413
44510509	4067917
44510510	4066414
44510511	44510511
44510512	4319281
44510513	4066641
44510514	4066642
44510515	44510515
44510516	4066657
44510517	4144714
44510518	4066658
44510519	4059798
44510520	44510520
44510521	4144714
44510522	4140882
44510523	4068016
44510524	4140883
44510525	44510525
44510526	4066659
44510527	4068018
44510528	44510528
44510529	4157074
44510530	4068020
44510531	4105484
44510532	4066646
44510533	4066647
44510534	44510534
44510535	4196241
44510536	4068168
44510537	4068021
44510538	4068022
44510539	44510539
44510540	4066743
44510541	4232016
44510542	44510542
44510543	4068170
44510544	4066649
44510545	4066650
44510546	4068025
44510547	42873099
44510548	44510548
44510549	4196241
44510550	4139192
44510551	44510551
44510552	4137383
44510553	4068028
44510554	4066651
44510555	4068264
44510556	4066652
44510557	44510557
44510558	4201147
44510559	4266210
44510560	44510560
44510561	4068267
44510562	44510562
44510563	4066653
44510564	4066750
44510565	4066751
44510566	4066753
44510567	4068030
44510568	4125308
44510569	4145504
44510570	40487057
44510571	44510571
44510572	4066654
44510573	4017325
44510574	4031507
44510575	4125308
44510576	4218743
44510577	4320913
44510578	44510578
44510579	4125173
44510580	4017327
44510581	4017328
44510582	44510582
44510583	44789789
44510584	44510584
44510585	4018141
44510586	4096533
44510587	4017329
44510588	4142244
44510589	44510589
44510590	4199270
44510591	4017451
44510592	4017331
44510593	4187257
44510594	4221687
44510595	4018000
44510596	44510596
44510597	44510597
44510598	4199270
44510599	4018001
44510600	4017453
44510601	44510601
44510602	4017438
44510603	44510603
44510604	4017452
44510605	4017440
44510606	4018004
44510607	4018005
44510608	4018146
44510609	4017454
44510610	4018147
44510611	44510611
44510612	4193651
44510613	4017456
44510614	4017443
44510615	4017444
44510616	44510616
44510617	4142245
44510618	4231430
44510619	44788873
44510620	44804967
44510621	44510621
44510622	4140997
44510623	4018150
44510624	4018007
44510625	40491024
44510626	44510626
44510627	44510627
44510628	4193651
44510629	44510629
44510630	44510630
44510631	4017594
44510632	44510632
44510633	4018012
44510634	4017462
44510635	44510635
44510636	44510636
44510637	4220986
44510638	44510638
44510639	4198190
44510640	4018156
44510641	4145109
44510642	4173452
44510643	44510643
44510644	4312749
44510645	4149741
44510646	4122647
44510647	44510647
44510648	44510648
44510649	4017599
44510650	4262950
44510651	4146636
44510652	4145225
44510653	44510653
44510654	4096461
44510655	44811323
44510656	4017602
44510657	44510657
44510658	4136779
44510659	44811323
44510660	44510660
44510661	4017464
44510662	4018022
44510663	4018279
44510664	44510664
44510665	40487481
44510666	44811330
44510667	44510667
44510668	4233412
44510669	4018024
44510670	4017466
44510671	4201948
44510672	4146632
44510673	44510673
44510674	44811428
44510675	44510675
44510676	4097958
44510677	4018281
44510678	4017469
44510679	4199952
44510680	44510680
44510681	44510681
44510682	44811437
44510683	44510683
44510684	4219780
44510685	4018283
44510686	4017608
44510687	4202562
44510688	4146633
44510689	44510689
44510690	44814047
44510691	44510691
44510692	4225427
44510693	44510693
44510694	40487953
44510695	44510695
44510696	44510696
44510697	44510697
44510698	44811442
44510699	44510699
44510700	4079713
44510701	4298165
44510702	4314569
44510703	4321873
44510704	44510704
44510705	4018132
44510706	4017725
44510707	4017583
44510708	4018133
44510709	4018134
44510710	4018134
44510711	44510711
44510712	4018288
44510713	4059252
44510714	4018289
44510715	4189182
44510716	4172277
44510717	44510717
44510718	4162238
44510719	4322181
44510720	4306060
44510721	4187786
44510722	4135441
44510723	4017585
44510724	4017727
44510725	4327868
44510726	44510726
44510727	4135177
44510728	4144717
44510729	4069348
44510730	4241048
44510731	44510731
44510732	4241048
44510733	4017729
44510734	4018291
44510735	4018292
44510736	44510736
44510737	4017587
44510738	44510738
44510739	44510739
44510740	4017586
44510741	4017732
44510742	44510742
44510743	4150782
44510744	4017591
44510745	4264318
44510746	4017592
44510747	4018294
44510748	44510748
44510749	4221694
44510750	4018295
44510751	4018138
44510752	4068275
44510753	4123907
44510754	4140920
44510755	44510755
44510756	44510756
44510757	4139156
44510758	4068277
44510759	4068037
44510760	4067235
44510761	4140293
44510762	44510762
44510763	NULL
44510763	4221694
44510764	4066760
44510765	44510765
44510766	NULL
44510766	4042815
44510767	4066761
44510768	4068042
44510769	4067236
44510770	40488925
44510771	4141198
44510772	44510772
44510773	44510773
44510774	4139157
44510775	4068043
44510776	4067329
44510777	4068044
44510778	4139868
44510779	44510779
44510780	4040563
44510780	4196378
44510781	4066765
44510782	4143230
44510783	44510783
44510784	4196378
44510785	4068989
44510786	4067331
44510787	4067332
44510788	4066858
44510789	4142249
44510790	4145371
44510791	44510791
44510792	44510792
44510793	4142249
44510794	4067333
44510795	4068990
44510796	4066862
44510797	4139378
44510798	44510798
44510799	NULL
44510799	4214990
44510800	4066863
44510801	44510801
44510802	4141002
44510803	4179807
44510804	42872471
44510805	44790503
44510806	42872470
44510807	44510807
44510808	4181781
44510809	4135170
44510810	4066865
44510811	4068992
44510812	4309061
44510813	4068993
44510814	44510814
44510815	4221694
44510816	4144599
44510817	4145041
44510818	4179526
44510819	4145218
44510820	4145512
44510821	44510821
44510822	4138898
44510823	44510823
44510824	4135177
44510825	4135177
44510826	44510826
44510827	4068146
44510828	4068996
44510829	4197729
44510830	4042907
44510831	4233085
44510832	44510832
44510833	44510833
44510834	4226983
44510835	4068147
44510836	4068999
44510837	4068412
44510838	4068413
44510839	4200223
44510840	44510840
44510841	4139159
44510842	4123418
44510843	4142370
44510844	4128864
44510845	4139160
44510846	44510846
44510847	4010018
44510848	NULL
44510849	44510849
44510850	4252402
44510851	4069005
44510852	4144723
44510853	4067341
44510854	4069006
44510855	44510855
44510856	4068415
44510857	4069008
44510858	4144723
44510859	4142371
44510860	4168529
44510861	4334487
44510862	44510862
44510863	4068415
44510864	44510864
44510865	4069334
44510866	4069338
44510867	4067801
44510868	44510868
44510869	4329242
44510870	44791085
44510871	44789813
44510872	44510872
44510873	44510873
44510874	44806705
44510875	4068286
44510876	4068287
44510877	44510877
44510878	4068879
44510879	4069340
44510880	4068384
44510881	4329241
44510882	4176778
44510883	4043247
44510884	44510884
44510885	4177837
44510886	44510886
44510887	4068384
44510888	4138031
44510889	44510889
44510890	4144732
44510891	4235897
44510892	44510892
44510893	4139992
44510894	4145984
44510895	44510895
44510896	4141516
44510897	4068884
44510898	4068885
44510899	4068388
44510900	4027241
44510901	4068886
44510902	44510902
44510903	4266668
44510904	4067886
44510905	4316068
44510906	4068389
44510907	44510907
44510908	4316068
44510909	4144849
44510910	4139996
44510911	4020329
44510912	44510912
44510913	44510913
44510914	4067888
44510915	4124310
44510916	4068390
44510917	4222733
44510918	4069345
44510919	4124042
44510920	4128884
44510921	44510921
44510922	4124310
44510923	4068985
44510924	4168628
44510925	4067893
44510926	44510926
44510927	4069346
44510928	4161827
44510929	4243032
44510930	4144851
44510931	4125325
44510932	4069347
44510933	4067896
44510934	44510934
44510935	4231866
44510936	4069463
44510937	4194192
44510938	4068394
44510939	4068395
44510940	4068396
44510941	44510941
44510942	4124043
44510943	4069465
44510944	4067900
44510945	4165270
44510946	4175490
44510947	44510947
44510948	4141011
44510949	4069467
44510950	44510950
44510951	4242748
44510952	44510952
44510953	4067905
44510954	4341091
44510955	44510955
44510956	4144852
44510957	4019797
44510958	44510958
44510959	4105909
44510960	44510960
44510961	44510961
44510962	44510962
44511339	4019799
44511340	4144323
44511341	44511341
44511342	4125324
44511343	4019133
44511344	44511344
44511345	4141199
44511346	44511346
44511347	4019800
44511348	4137369
44511349	44511349
44511350	4105909
44511351	NULL
44511352	NULL
44511353	NULL
44511354	NULL
44511355	NULL
44511356	NULL
44511357	NULL
44511358	NULL
44511359	NULL
44511360	NULL
44511361	NULL
44511362	NULL
44511363	NULL
44511364	NULL
44511365	NULL
44511366	NULL
44511367	4139867
44511368	44511368
44511369	4137546
44511370	4141027
44511371	44511371
44511372	4145676
44511373	4138608
44511374	4137681
44511375	44806705
44511376	44806705
44511377	NULL
44511378	44511378
44511379	4139166
46232424	4074215
46232425	4029954
46232426	4220195
46232427	4066523
46232428	4142233
46232429	4067216
46232430	4042013
46232431	4264265
46232432	4141444
46232433	4067092
46232434	4144706
46232435	4170058
46232436	4066538
46232437	4118286
46232438	4193665
46232439	4067100
46232440	4118287
46232441	4146752
46232442	4170058
46232443	NULL
46232444	4139026
46232445	4070863
46232446	NULL
46232447	4131021
46232448	4174035
46232449	4070375
46232450	4071539
46232451	4123892
46232452	4069249
46232453	4171187
46232454	4302822
46232455	4070478
46232456	4147849
46232457	4040299
46232458	4070472
46232459	4125154
46232460	4071403
46232461	4071403
46232462	42872583
46232463	4139148
46232464	42872583
46232465	4140528
46232466	4040299
46232467	4252245
46232468	4071416
46232469	4071417
46232470	4068164
46232471	4220964
46232472	4071653
46232473	4071423
46232474	4220964
46232475	4319281
46232476	4066657
46232477	4144714
46232478	4066659
46232479	4157074
46232480	4196241
46232481	4066743
46232482	4068170
46232483	4196241
46232484	4137383
46232485	4201147
46232486	4066653
46232487	4066654
46232488	4199270
46232489	4018141
46232490	4017998
46232491	4199270
46232492	4017452
46232493	4193651
46232494	4142245
46232495	4140997
46232496	4193651
46232497	4018012
46232498	4198190
46232499	4312749
46232500	4017599
46232501	4096461
46232502	4017464
46232503	4233412
46232504	4097958
46232505	4219780
46232506	4225427
46232507	4079713
46232508	4018132
46232509	4018288
46232510	4162238
46232511	4135177
46232512	4241048
46232513	4017586
46232514	4150782
46232515	4221694
46232516	4139156
46232517	46232517
46232518	4144151
46232519	4139157
46232520	46232520
46232521	4196378
46232522	4142249
46232523	46232523
46232524	4141002
46232525	4181781
46232526	4221694
46232527	4179526
46232528	4135177
46232529	4226983
46232530	4139159
46232531	4010018
46232532	4010018
46232533	4068415
46232534	4068415
46232535	4104637
46232536	4250024
46232537	4192247
46232538	NULL
46232539	NULL
46232540	NULL
46232541	4264064
46232542	4074077
46232543	4068517
46232544	4123420
46232545	4066968
46232546	NULL
46232547	NULL
46232548	NULL
46232549	4067453
46232550	NULL
46232551	NULL
46232552	4144078
46232553	44806704
46232554	4144151
46232555	4146301
46232556	4144471
46232557	4076862
46232558	4322818
46232559	4183841
46232560	4002238
46232561	4183842
46232562	44790431
46232563	4171687
46232564	4068640
46232565	NULL
46232566	4139166
46232567	44790431
46232568	4171687
46232569	4067468
46232570	44783762
46232571	4181614
46232572	4171687
46232573	4144589
46232574	4242997
46232575	4134888
46232576	4163966
46232577	4185899
46232578	4059308
46232579	4069224
46232580	4067683
46232581	4059308
46232582	4266622
46232583	4067563
46232584	4096612
46232585	4248830
46232586	4342529
46232587	4280567
46232588	4151530
46232589	4068765
46232590	4067573
46232591	4341218
46232592	4139992
46232593	4067789
46232594	4341218
46232595	4069326
46232596	46232596
46232597	4069330
46232598	4297379
46232599	4304944
46232600	4068873
46232601	NULL
46232602	4069334
46232603	44806705
46232604	4068879
46232605	4340102
46232606	4144732
46232607	4139992
46232608	4141516
46232609	4266668
46232610	4316068
46232611	4067888
46232612	4124310
46232613	4069346
46232614	4231866
46232615	4124043
46232616	4141011
46232617	4242748
46232618	4042479
46232619	4105909
46232620	4144853
46232621	4019800
46232622	4105909
46232623	NULL
46232624	NULL
46232625	NULL
46232626	4137546
46232627	4145676
46232628	44806705
46232629	4139166
911805	507675
911806	4066538
911807	506580
911808	911808
911809	4066538
911810	911810
911811	506596
911812	911812
911813	NULL
911813	4066538
911814	506581
911815	506595
911816	507673
911817	NULL
911818	4142249
911819	506592
911820	911820
911821	4142249
