sourceDomain	sourceId	sourceTerm	certainty	review	omopDomainId	omopConceptId	omopConceptName	usedCount
urn:ordercomms:rtest:textual-result	Bacteroides ovatus	Bacteroides ovatus	1	1	Meas Value	4313158	Bacteroides ovatus	9
urn:ordercomms:rtest:textual-result	Bacteroides stercoris	Bacteroides stercoris	1	1	Meas Value	4039123	Bacteroides stercoris	9
urn:ordercomms:rtest:textual-result	Corynebacterium aurimucosum	Corynebacterium aurimucosum	1	1	Meas Value	4300249	Corynebacterium aurimucosum	9
urn:ordercomms:rtest:textual-result	Haemophilus haemolyticus	Haemophilus haemolyticus	1	1	Meas Value	4204390	Haemophilus haemolyticus	9
urn:ordercomms:rtest:textual-result	Moraxella lacunata	Moraxella lacunata	1	1	Meas Value	4222464	Moraxella lacunata	9
urn:ordercomms:rtest:textual-result	Salmonella newport	Salmonella newport	1	1	Meas Value	4209154	Salmonella Newport	9
urn:ordercomms:rtest:textual-result	Achromobacter dentrificans	Achromobacter dentrificans	0.603940983	1	Meas Value	4187642	Achromobacter denitrificans	9
urn:ordercomms:rtest:textual-result	Penicillium sp.	Penicillium sp.	0.59175171	1	Meas Value	4180730	Penicillium	9
urn:ordercomms:rtest:textual-result	Elizabeth. meningoseptica	Elizabeth. meningoseptica	0.486043831	1	Meas Value	4138034	Elizabethkingia meningoseptica	9
urn:ordercomms:rtest:textual-result	Anaerococcus species	Anaerococcus species	0.483602221	1	Meas Value	4184972	Anaerococcus	9
urn:ordercomms:rtest:textual-result	Peptostrep. asaccharolyticus	Peptostrep. asaccharolyticus	0.437268566	1	Meas Value	4118114	Peptostreptococcus saccharolyticus	9
urn:ordercomms:rtest:textual-result	Bifidobecterium sp.	Bifidobecterium sp.	0.387627564	1	Meas Value	4241078	Bifidobacterium	9
urn:ordercomms:rtest:textual-result	Acin. baumannii/calcoaceticus	Acin. baumannii/calcoaceticus	0.267171891	1	Meas Value	4220355	Acinetobacter calcoaceticus	9
urn:ordercomms:rtest:textual-result	No bacterial growth after 48 hours.	No bacterial growth after 48 hours.	0.140875307	1	Meas Value	4139623	No growth	9
urn:ordercomms:rtest:textual-result	Acinetobacter johnsonii	Acinetobacter johnsonii	1	1	Meas Value	4097310	Acinetobacter johnsonii	8
urn:ordercomms:rtest:textual-result	Actinomyces naeslundii	Actinomyces naeslundii	1	1	Meas Value	4232160	Actinomyces naeslundii	8
urn:ordercomms:rtest:textual-result	Bacteroides uniformis	Bacteroides uniformis	1	1	Meas Value	4245757	Bacteroides uniformis	8
urn:ordercomms:rtest:textual-result	Corynebacterium diphtheriae	Corynebacterium diphtheriae	1	1	Meas Value	4241690	Corynebacterium diphtheriae	8
urn:ordercomms:rtest:textual-result	Dermabacter hominis	Dermabacter hominis	1	1	Meas Value	4212869	Dermabacter hominis	8
urn:ordercomms:rtest:textual-result	Prevotella buccae	Prevotella buccae	1	1	Meas Value	4015251	Prevotella buccae	8
urn:ordercomms:rtest:textual-result	Providencia stuartii	Providencia stuartii	1	1	Meas Value	4031192	Providencia stuartii	8
urn:ordercomms:rtest:textual-result	Rothia dentocariosa	Rothia dentocariosa	1	1	Meas Value	4261653	Rothia dentocariosa	8
urn:ordercomms:rtest:textual-result	Salmonella bareilly	Salmonella bareilly	1	1	Meas Value	4215438	Salmonella Bareilly	8
urn:ordercomms:rtest:textual-result	Burkholderia sp.	Burkholderia sp.	0.60776773	1	Meas Value	4213231	Burkholderia	8
urn:ordercomms:rtest:textual-result	Cyclospora sp.	Cyclospora sp.	0.573598567	1	Meas Value	4014344	Cyclospora	8
urn:ordercomms:rtest:textual-result	Diphyllobotrium latum	Diphyllobotrium latum	0.558273896	1	Meas Value	4223628	Diphyllobothrium latum	8
urn:ordercomms:rtest:textual-result	Iodamoeba buetschlii cysts	Iodamoeba buetschlii cysts	0.526196459	1	Meas Value	44783353	Iodamoeba b++tschlii cyst	8
urn:ordercomms:rtest:textual-result	Salmonella arizonae	Salmonella arizonae	0.422649731	1	Meas Value	4099188	Salmonella	8
urn:ordercomms:rtest:textual-result	Positive for M. tuberculosis complex.	Positive for M. tuberculosis complex.	0.298035882	1	Meas Value	4035081	Mycobacterium tuberculosis complex	8
urn:ordercomms:rtest:textual-result	Acinetobacter radioresistens	Acinetobacter radioresistens	1	1	Meas Value	4034065	Acinetobacter radioresistens	7
urn:ordercomms:rtest:textual-result	Aspergillus nidulans	Aspergillus nidulans	1	1	Meas Value	4243975	Aspergillus nidulans	7
urn:ordercomms:rtest:textual-result	Capnocytophaga sputigena	Capnocytophaga sputigena	1	1	Meas Value	4233943	Capnocytophaga sputigena	7
urn:ordercomms:rtest:textual-result	Corynebacterium minutissimum	Corynebacterium minutissimum	1	1	Meas Value	4306777	Corynebacterium minutissimum	7
urn:ordercomms:rtest:textual-result	Fusarium dimerum	Fusarium dimerum	1	1	Meas Value	4267444	Fusarium dimerum	7
urn:ordercomms:rtest:textual-result	Moraxella nonliquefaciens	Moraxella nonliquefaciens	1	1	Meas Value	4262681	Moraxella nonliquefaciens	7
urn:ordercomms:rtest:textual-result	Ralstonia pickettii	Ralstonia pickettii	1	1	Meas Value	4015665	Ralstonia pickettii	7
urn:ordercomms:rtest:textual-result	Staphylococcus cohnii	Staphylococcus cohnii	1	1	Meas Value	4281089	Staphylococcus cohnii	7
urn:ordercomms:rtest:textual-result	Staphylococcus pasteuri	Staphylococcus pasteuri	1	1	Meas Value	4013422	Staphylococcus pasteuri	7
urn:ordercomms:rtest:textual-result	Staphylococcus xylosus	Staphylococcus xylosus	1	1	Meas Value	4139779	Staphylococcus xylosus	7
urn:ordercomms:rtest:textual-result	Streptococcus pluranimalium	Streptococcus pluranimalium	1	1	Meas Value	4229355	Streptococcus pluranimalium	7
urn:ordercomms:rtest:textual-result	Turicella otitidis	Turicella otitidis	1	1	Meas Value	4215222	Turicella otitidis	7
urn:ordercomms:rtest:textual-result	Vibrio alginolyticus	Vibrio alginolyticus	1	1	Meas Value	4165064	Vibrio alginolyticus	7
urn:ordercomms:rtest:textual-result	Paracoccus yeeii	Paracoccus yeeii	0.814304662	1	Meas Value	4187186	Paracoccus yeei	7
urn:ordercomms:rtest:textual-result	Sphingobacterium spiritovorum	Sphingobacterium spiritovorum	0.622035527	1	Meas Value	4264894	Sphingobacterium spiritivorum	7
urn:ordercomms:rtest:textual-result	Streptococcus Group D	Streptococcus Group D	0.558273896	1	Meas Value	4210032	"Streptococcus, group D"	7
urn:ordercomms:rtest:textual-result	Rothia sp.	Rothia sp.	0.465477516	1	Meas Value	4234716	Rothia	7
urn:ordercomms:rtest:textual-result	Staph. pseudointermedius	Staph. pseudointermedius	0.278312164	1	Meas Value	4142617	Staphylococcus intermedius	7
urn:ordercomms:rtest:textual-result	Acinetobacter junii	Acinetobacter junii	1	1	Meas Value	4029141	Acinetobacter junii	6
urn:ordercomms:rtest:textual-result	Bordetella bronchiseptica	Bordetella bronchiseptica	1	1	Meas Value	4024720	Bordetella bronchiseptica	6
urn:ordercomms:rtest:textual-result	Brevundimonas vesicularis	Brevundimonas vesicularis	1	1	Meas Value	4034344	Brevundimonas vesicularis	6
urn:ordercomms:rtest:textual-result	Capnocytophaga canimorsus	Capnocytophaga canimorsus	1	1	Meas Value	4014670	Capnocytophaga canimorsus	6
urn:ordercomms:rtest:textual-result	Citrobacter sedlakii	Citrobacter sedlakii	1	1	Meas Value	4016449	Citrobacter sedlakii	6
urn:ordercomms:rtest:textual-result	Clostridium tertium	Clostridium tertium	1	1	Meas Value	4219232	Clostridium tertium	6
urn:ordercomms:rtest:textual-result	Helicobacter pylori	Helicobacter pylori	1	1	Meas Value	4216359	Helicobacter pylori	6
urn:ordercomms:rtest:textual-result	Leuconostoc citreum	Leuconostoc citreum	1	1	Meas Value	4034770	Leuconostoc citreum	6
urn:ordercomms:rtest:textual-result	Neisseria elongata	Neisseria elongata	1	1	Meas Value	4054732	Neisseria elongata	6
urn:ordercomms:rtest:textual-result	Prevotella bivia	Prevotella bivia	1	1	Meas Value	4015683	Prevotella bivia	6
urn:ordercomms:rtest:textual-result	Propionibacterium avidum	Propionibacterium avidum	1	1	Meas Value	4171013	Propionibacterium avidum	6
urn:ordercomms:rtest:textual-result	Roseomonas gilardii	Roseomonas gilardii	1	1	Meas Value	4034349	Roseomonas gilardii	6
urn:ordercomms:rtest:textual-result	Ruminococcus gnavus	Ruminococcus gnavus	1	1	Meas Value	4227569	Ruminococcus gnavus	6
urn:ordercomms:rtest:textual-result	Salmonella infantis	Salmonella infantis	1	1	Meas Value	4220076	Salmonella Infantis	6
urn:ordercomms:rtest:textual-result	Salmonella panama	Salmonella panama	1	1	Meas Value	4222735	Salmonella Panama	6
urn:ordercomms:rtest:textual-result	Schistosoma mansoni	Schistosoma mansoni	1	1	Meas Value	4006474	Schistosoma mansoni	6
urn:ordercomms:rtest:textual-result	Streptococcus hyointestinalis	Streptococcus hyointestinalis	1	1	Meas Value	4015392	Streptococcus hyointestinalis	6
urn:ordercomms:rtest:textual-result	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	1	1	Meas Value	4235004	Yersinia pseudotuberculosis	6
urn:ordercomms:rtest:textual-result	Salmonella java	Salmonella java	0.598390336	1	Meas Value	4338519	Salmonella Javiana	6
urn:ordercomms:rtest:textual-result	Gemella sp.	Gemella sp.	0.5	1	Meas Value	4021869	Gemella	6
urn:ordercomms:rtest:textual-result	Insufficient to spin	Insufficient to spin	0.483602221	1	Meas Value	4307430	Insufficient	6
urn:ordercomms:rtest:textual-result	Lactococcus gasseri	Lactococcus gasseri	0.465477516	1	Meas Value	4321593	Lactococcus	6
urn:ordercomms:rtest:textual-result	Enterobacter sakazakii	Enterobacter sakazakii	0.440983006	1	Meas Value	4242438	Enterobacter	6
urn:ordercomms:rtest:textual-result	Stephanoascus (Cand.) ciferii	Stephanoascus (Cand.) ciferii	0.367544468	1	Meas Value	4189959	Stephanoascus	6
urn:ordercomms:rtest:textual-result	Scanty White Cell	Scanty White Cell	0.276253136	1	Meas Value	4123508	+	6
urn:ordercomms:rtest:textual-result	NEUTRPHILS NOT SEEN	NEUTRPHILS NOT SEEN	0.251668523	1	Meas Value	9190	Not detected	6
urn:ordercomms:rtest:textual-result	Polymorphs NOT seen.	Polymorphs NOT seen.	0.240445475	1	Meas Value	9190	Not detected	6
urn:ordercomms:rtest:textual-result	WBC = Neutrophils NOT seen	WBC = Neutrophils NOT seen	0.189907413	1	Meas Value	9190	Not detected	6
urn:ordercomms:rtest:textual-result	WBC: Neutrophils not seen.	WBC: Neutrophils not seen.	0.189907413	1	Meas Value	9190	Not detected	6
urn:ordercomms:rtest:textual-result	NO Neutrophils seen.	NO Neutrophils seen.	0.101282966	1	Meas Value	9190	Not detected	6
urn:ordercomms:rtest:textual-result	+++	+++	1	1	Meas Value	4125547	+++	5
urn:ordercomms:rtest:textual-result	Abiotrophia defectiva	Abiotrophia defectiva	1	1	Meas Value	4034351	Abiotrophia defectiva	5
urn:ordercomms:rtest:textual-result	Brevundimonas diminuta	Brevundimonas diminuta	1	1	Meas Value	4034638	Brevundimonas diminuta	5
urn:ordercomms:rtest:textual-result	Candida famata	Candida famata	1	1	Meas Value	4212757	Candida famata	5
urn:ordercomms:rtest:textual-result	Candida inconspicua	Candida inconspicua	1	1	Meas Value	4152486	Candida inconspicua	5
urn:ordercomms:rtest:textual-result	Citrobacter werkmanii	Citrobacter werkmanii	1	1	Meas Value	4016598	Citrobacter werkmanii	5
urn:ordercomms:rtest:textual-result	Corynebacterium macginleyi	Corynebacterium macginleyi	1	1	Meas Value	4181656	Corynebacterium macginleyi	5
urn:ordercomms:rtest:textual-result	Corynebacterium ulcerans	Corynebacterium ulcerans	1	1	Meas Value	4014182	Corynebacterium ulcerans	5
urn:ordercomms:rtest:textual-result	Corynebacterium urealyticum	Corynebacterium urealyticum	1	1	Meas Value	4012163	Corynebacterium urealyticum	5
urn:ordercomms:rtest:textual-result	Erysipelothrix rhusiopathiae	Erysipelothrix rhusiopathiae	1	1	Meas Value	4168936	Erysipelothrix rhusiopathiae	5
urn:ordercomms:rtest:textual-result	Kluyvera ascorbata	Kluyvera ascorbata	1	1	Meas Value	4238672	Kluyvera ascorbata	5
urn:ordercomms:rtest:textual-result	Mycobacterium bovis	Mycobacterium bovis	1	1	Meas Value	4098115	Mycobacterium bovis	5
urn:ordercomms:rtest:textual-result	Mycobacterium intracellulare	Mycobacterium intracellulare	1	1	Meas Value	4222607	Mycobacterium intracellulare	5
urn:ordercomms:rtest:textual-result	Mycobacterium xenopi	Mycobacterium xenopi	1	1	Meas Value	4239461	Mycobacterium xenopi	5
urn:ordercomms:rtest:textual-result	Prevotella oralis	Prevotella oralis	1	1	Meas Value	4015530	Prevotella oralis	5
urn:ordercomms:rtest:textual-result	Pseudomonas alcaligenes	Pseudomonas alcaligenes	1	1	Meas Value	4262393	Pseudomonas alcaligenes	5
urn:ordercomms:rtest:textual-result	Roseomonas mucosa	Roseomonas mucosa	1	1	Meas Value	4190953	Roseomonas mucosa	5
urn:ordercomms:rtest:textual-result	Saprochaete clavata	Saprochaete clavata	1	1	Meas Value	37018619	Saprochaete clavata	5
urn:ordercomms:rtest:textual-result	Staphylococcus schleiferi	Staphylococcus schleiferi	1	1	Meas Value	4037526	Staphylococcus schleiferi	5
urn:ordercomms:rtest:textual-result	Staphylococcus sciuri	Staphylococcus sciuri	1	1	Meas Value	4323431	Staphylococcus sciuri	5
urn:ordercomms:rtest:textual-result	Trichophyton verrucosum	Trichophyton verrucosum	1	1	Meas Value	4131819	Trichophyton verrucosum	5
urn:ordercomms:rtest:textual-result	Chilomastix mesnili cysts	Chilomastix mesnili cysts	0.854135009	1	Meas Value	43531239	Chilomastix mesnili cyst	5
urn:ordercomms:rtest:textual-result	Entamoeba hartmanni cysts	Entamoeba hartmanni cysts	0.854135009	1	Meas Value	44783337	Entamoeba hartmanni cyst	5
urn:ordercomms:rtest:textual-result	Salmonella typhimurium PT104	Salmonella typhimurium PT104	0.646446609	1	Meas Value	4177156	Salmonella Typhimurium	5
urn:ordercomms:rtest:textual-result	Aggregatibacter aprophilus	Aggregatibacter aprophilus	0.603940983	1	Meas Value	40484530	Aggregatibacter aphrophilus	5
urn:ordercomms:rtest:textual-result	Eggerthella sp.	Eggerthella sp.	0.59175171	1	Meas Value	4187181	Eggerthella	5
urn:ordercomms:rtest:textual-result	Rhodotorula sp.	Rhodotorula sp.	0.59175171	1	Meas Value	4198407	Rhodotorula	5
urn:ordercomms:rtest:textual-result	Salmonella montivideo	Salmonella montivideo	0.552786405	1	Meas Value	4214035	Salmonella Montevideo	5
urn:ordercomms:rtest:textual-result	Aggrega. actinomycetemcomitans	Aggrega. actinomycetemcomitans	0.503861062	1	Meas Value	40484526	Aggregatibacter actinomycetemcomitans	5
urn:ordercomms:rtest:textual-result	Paenibacillis sp.	Paenibacillis sp.	0.465477516	1	Meas Value	4015673	Paenibacillus	5
urn:ordercomms:rtest:textual-result	Vibrio sp.	Vibrio sp.	0.465477516	1	Meas Value	4146528	Vibrio	5
urn:ordercomms:rtest:textual-result	Gram negative diplococci +++	Gram negative diplococci +++	0.457673855	1	Meas Value	4308411	Gram-negative diplococcus	5
urn:ordercomms:rtest:textual-result	Lactococcus cremoris	Lactococcus cremoris	0.442913985	1	Meas Value	4321593	Lactococcus	5
urn:ordercomms:rtest:textual-result	Facklamia species	Facklamia species	0.422649731	1	Meas Value	4213000	Facklamia	5
urn:ordercomms:rtest:textual-result	Insufficient to centrifuge	Insufficient to centrifuge	0.376390436	1	Meas Value	4307430	Insufficient	5
urn:ordercomms:rtest:textual-result	Neisseria gonorrhoeae NOT isolated.	Neisseria gonorrhoeae NOT isolated.	0.23988305	1	Meas Value	4142856	Not isolated	5
urn:ordercomms:rtest:textual-result	Acinetobacter haemolyticus	Acinetobacter haemolyticus	1	1	Meas Value	4296863	Acinetobacter haemolyticus	4
urn:ordercomms:rtest:textual-result	Bacillus circulans	Bacillus circulans	1	1	Meas Value	4216703	Bacillus circulans	4
urn:ordercomms:rtest:textual-result	Bordetella parapertussis	Bordetella parapertussis	1	1	Meas Value	4095695	Bordetella parapertussis	4
urn:ordercomms:rtest:textual-result	Burkholderia gladioli	Burkholderia gladioli	1	1	Meas Value	4034928	Burkholderia gladioli	4
urn:ordercomms:rtest:textual-result	Campylobacter jejuni	Campylobacter jejuni	1	1	Meas Value	4282778	Campylobacter jejuni	4
urn:ordercomms:rtest:textual-result	Candida kefyr	Candida kefyr	1	1	Meas Value	40486950	Candida kefyr	4
urn:ordercomms:rtest:textual-result	Corynebacterium afermentans	Corynebacterium afermentans	1	1	Meas Value	4012161	Corynebacterium afermentans	4
urn:ordercomms:rtest:textual-result	Enterobacter amnigenus	Enterobacter amnigenus	1	1	Meas Value	4223548	Enterobacter amnigenus	4
urn:ordercomms:rtest:textual-result	Enterococcus hirae	Enterococcus hirae	1	1	Meas Value	4251482	Enterococcus hirae	4
urn:ordercomms:rtest:textual-result	Flavimonas oryzihabitans	Flavimonas oryzihabitans	1	1	Meas Value	4034617	Flavimonas oryzihabitans	4
urn:ordercomms:rtest:textual-result	Lactococcus lactis lactis	Lactococcus lactis lactis	1	1	Meas Value	4265181	Lactococcus lactis	4
urn:ordercomms:rtest:textual-result	Leuconostoc mesenteroides	Leuconostoc mesenteroides	1	1	Meas Value	4322980	Leuconostoc mesenteroides	4
urn:ordercomms:rtest:textual-result	Paenibacillus pabuli	Paenibacillus pabuli	1	1	Meas Value	4015237	Paenibacillus pabuli	4
urn:ordercomms:rtest:textual-result	Pantoea septica	Pantoea septica	1	1	Meas Value	37018965	Pantoea septica	4
urn:ordercomms:rtest:textual-result	Salmonella anatum	Salmonella anatum	1	1	Meas Value	4290471	Salmonella Anatum	4
urn:ordercomms:rtest:textual-result	Salmonella hadar	Salmonella hadar	1	1	Meas Value	4170861	Salmonella Hadar	4
urn:ordercomms:rtest:textual-result	Salmonella mbandaka	Salmonella mbandaka	1	1	Meas Value	4317005	Salmonella Mbandaka	4
urn:ordercomms:rtest:textual-result	Salmonella paratyphi B	Salmonella paratyphi B	1	1	Meas Value	4312600	Salmonella Paratyphi B	4
urn:ordercomms:rtest:textual-result	Scedosporium prolificans	Scedosporium prolificans	1	1	Meas Value	4289606	Scedosporium prolificans	4
urn:ordercomms:rtest:textual-result	Shigella dysenteriae	Shigella dysenteriae	1	1	Meas Value	4185110	Shigella dysenteriae	4
urn:ordercomms:rtest:textual-result	Staphylococcus lentus	Staphylococcus lentus	1	1	Meas Value	4222111	Staphylococcus lentus	4
urn:ordercomms:rtest:textual-result	Strongyloides stercoralis	Strongyloides stercoralis	1	1	Meas Value	4174850	Strongyloides stercoralis	4
urn:ordercomms:rtest:textual-result	Trichophyton violaceum	Trichophyton violaceum	1	1	Meas Value	4285864	Trichophyton violaceum	4
urn:ordercomms:rtest:textual-result	Isospora belli oocysts	Isospora belli oocysts	0.843826238	1	Meas Value	43531256	Isospora belli oocyst	4
urn:ordercomms:rtest:textual-result	Paecilomyces lilacinus	Paecilomyces lilacinus	0.78178211	1	Meas Value	4280577	Paecilomyces lilacinum	4
urn:ordercomms:rtest:textual-result	Peptostreptococcus sp.	Peptostreptococcus sp.	0.675557158	1	Meas Value	4348178	Peptostreptococcus	4
urn:ordercomms:rtest:textual-result	Cladophialophora sp.	Cladophialophora sp.	0.65700283	1	Meas Value	4188808	Cladophialophora	4
urn:ordercomms:rtest:textual-result	Brevibacterium sp.	Brevibacterium sp.	0.634851628	1	Meas Value	4263119	Brevibacterium	4
urn:ordercomms:rtest:textual-result	Paecilomyces sp.	Paecilomyces sp.	0.60776773	1	Meas Value	4093927	Paecilomyces	4
urn:ordercomms:rtest:textual-result	Trichosporon sp.	Trichosporon sp.	0.60776773	1	Meas Value	4266502	Trichosporon	4
urn:ordercomms:rtest:textual-result	Alcaligenes sp.	Alcaligenes sp.	0.59175171	1	Meas Value	4288470	Alcaligenes	4
urn:ordercomms:rtest:textual-result	Citrobacter amaloniticus	Citrobacter amaloniticus	0.582971172	1	Meas Value	4205585	Citrobacter amalonaticus	4
urn:ordercomms:rtest:textual-result	Peptoniph. asaccharolyticus	Peptoniph. asaccharolyticus	0.532900634	1	Meas Value	4203519	Peptoniphilus asaccharolyticus	4
urn:ordercomms:rtest:textual-result	Bacteroides capillosus	Bacteroides capillosus	0.438048513	1	Meas Value	4031998	Bacteroides caccae	4
urn:ordercomms:rtest:textual-result	Sphingomonas multivorum	Sphingomonas multivorum	0.422649731	1	Meas Value	4018817	Sphingomonas	4
urn:ordercomms:rtest:textual-result	Lactococcus acidophilus	Lactococcus acidophilus	0.392081241	1	Meas Value	4164115	Lactobacillus acidophilus	4
urn:ordercomms:rtest:textual-result	POLYS NOT SEEN	POLYS NOT SEEN	0.329179607	1	Meas Value	9190	Not detected	4
urn:ordercomms:rtest:textual-result	SCANTY GRAM POSITIVE COCCI	SCANTY GRAM POSITIVE COCCI	0.30915072	1	Meas Value	4241096	Gram-positive coccus	4
urn:ordercomms:rtest:textual-result	Coryne. amycolatum/striatum	Coryne. amycolatum/striatum	0.299859958	1	Meas Value	4015383	Corynebacterium amycolatum	4
urn:ordercomms:rtest:textual-result	Actinomyces oris	Actinomyces oris	1	1	Meas Value	40491380	Actinomyces oris	3
urn:ordercomms:rtest:textual-result	Aggregatibacter segnis	Aggregatibacter segnis	1	1	Meas Value	40484495	Aggregatibacter segnis	3
urn:ordercomms:rtest:textual-result	Alternaria alternata	Alternaria alternata	1	1	Meas Value	4280575	Alternaria alternata	3
urn:ordercomms:rtest:textual-result	Bacillus simplex	Bacillus simplex	1	1	Meas Value	4012005	Bacillus simplex	3
urn:ordercomms:rtest:textual-result	Brevibacterium casei	Brevibacterium casei	1	1	Meas Value	4273862	Brevibacterium casei	3
urn:ordercomms:rtest:textual-result	CANDIDA	CANDIDA	1	1	Meas Value	4139129	Candida	3
urn:ordercomms:rtest:textual-result	Cladosporium sphaerospermum	Cladosporium sphaerospermum	1	1	Meas Value	4023943	Cladosporium sphaerospermum	3
urn:ordercomms:rtest:textual-result	Clostridium difficile	Clostridium difficile	1	1	Meas Value	4244400	Clostridium difficile	3
urn:ordercomms:rtest:textual-result	Clostridium histolyticum	Clostridium histolyticum	1	1	Meas Value	4337525	Clostridium histolyticum	3
urn:ordercomms:rtest:textual-result	Cronobacter sakazakii	Cronobacter sakazakii	1	1	Meas Value	40484223	Cronobacter sakazakii	3
urn:ordercomms:rtest:textual-result	Fasciola hepatica	Fasciola hepatica	1	1	Meas Value	4010739	Fasciola hepatica	3
urn:ordercomms:rtest:textual-result	Fusarium verticillioides	Fusarium verticillioides	1	1	Meas Value	4212627	Fusarium verticillioides	3
urn:ordercomms:rtest:textual-result	Helcococcus kunzii	Helcococcus kunzii	1	1	Meas Value	4132269	Helcococcus kunzii	3
urn:ordercomms:rtest:textual-result	Hymenolepis nana	Hymenolepis nana	1	1	Meas Value	4251061	Hymenolepis nana	3
urn:ordercomms:rtest:textual-result	Leclercia adecarboxylata	Leclercia adecarboxylata	1	1	Meas Value	4238215	Leclercia adecarboxylata	3
urn:ordercomms:rtest:textual-result	LOW	LOW	1	1	Meas Value	4267416	Low	3
urn:ordercomms:rtest:textual-result	Microsporum gypseum	Microsporum gypseum	1	1	Meas Value	4011241	Microsporum gypseum	3
urn:ordercomms:rtest:textual-result	Mycobacterium mucogenicum	Mycobacterium mucogenicum	1	1	Meas Value	4034212	Mycobacterium mucogenicum	3
urn:ordercomms:rtest:textual-result	Myroides odoratimimus	Myroides odoratimimus	1	1	Meas Value	4012028	Myroides odoratimimus	3
urn:ordercomms:rtest:textual-result	Neisseria cinerea	Neisseria cinerea	1	1	Meas Value	4239526	Neisseria cinerea	3
urn:ordercomms:rtest:textual-result	Neisseria flavescens	Neisseria flavescens	1	1	Meas Value	4327954	Neisseria flavescens	3
urn:ordercomms:rtest:textual-result	Neisseria mucosa	Neisseria mucosa	1	1	Meas Value	4305338	Neisseria mucosa	3
urn:ordercomms:rtest:textual-result	Parabacteroides distasonis	Parabacteroides distasonis	1	1	Meas Value	40492891	Parabacteroides distasonis	3
urn:ordercomms:rtest:textual-result	Pseudomonas mendocina	Pseudomonas mendocina	1	1	Meas Value	4241850	Pseudomonas mendocina	3
urn:ordercomms:rtest:textual-result	Salmonella adelaide	Salmonella adelaide	1	1	Meas Value	4013410	Salmonella Adelaide	3
urn:ordercomms:rtest:textual-result	Salmonella agona	Salmonella agona	1	1	Meas Value	4213209	Salmonella Agona	3
urn:ordercomms:rtest:textual-result	Salmonella litchfield	Salmonella litchfield	1	1	Meas Value	4304398	Salmonella Litchfield	3
urn:ordercomms:rtest:textual-result	Salmonella tennessee	Salmonella tennessee	1	1	Meas Value	4193754	Salmonella Tennessee	3
urn:ordercomms:rtest:textual-result	Serratia fonticola	Serratia fonticola	1	1	Meas Value	4011216	Serratia fonticola	3
urn:ordercomms:rtest:textual-result	Trichophyton terrestre	Trichophyton terrestre	1	1	Meas Value	4312877	Trichophyton terrestre	3
urn:ordercomms:rtest:textual-result	Vibrio fluvialis	Vibrio fluvialis	1	1	Meas Value	4182720	Vibrio fluvialis	3
urn:ordercomms:rtest:textual-result	Stenotrophomonas sp.	Stenotrophomonas sp.	0.65700283	1	Meas Value	4017688	Stenotrophomonas	3
urn:ordercomms:rtest:textual-result	Salmonella bovis-morbificans	Salmonella bovis-morbificans	0.611485655	1	Meas Value	4219237	Salmonella Bovismorbificans	3
urn:ordercomms:rtest:textual-result	Scedosporium sp.	Scedosporium sp.	0.60776773	1	Meas Value	4136685	Scedosporium	3
urn:ordercomms:rtest:textual-result	Pandoraea sp.	Pandoraea sp.	0.552786405	1	Meas Value	4216109	Pandoraea	3
urn:ordercomms:rtest:textual-result	Salmonella saint-paul	Salmonella saint-paul	0.547089186	1	Meas Value	4151363	Salmonella Saintpaul	3
urn:ordercomms:rtest:textual-result	Acinetobacter calcoaceticus	Acinetobacter calcoaceticus	1	1	Meas Value	4220355	Acinetobacter calcoaceticus	2
urn:ordercomms:rtest:textual-result	Actinomyces europaeus	Actinomyces europaeus	1	1	Meas Value	4014250	Actinomyces europaeus	2
urn:ordercomms:rtest:textual-result	Aspergillus glaucus	Aspergillus glaucus	1	1	Meas Value	4023969	Aspergillus glaucus	2
urn:ordercomms:rtest:textual-result	Bacillus licheniformis	Bacillus licheniformis	1	1	Meas Value	4254684	Bacillus licheniformis	2
urn:ordercomms:rtest:textual-result	Candida zeylanoides	Candida zeylanoides	1	1	Meas Value	4352755	Candida zeylanoides	2
urn:ordercomms:rtest:textual-result	Cedecea lapagei	Cedecea lapagei	1	1	Meas Value	4051640	Cedecea lapagei	2
urn:ordercomms:rtest:textual-result	Clostridium baratii	Clostridium baratii	1	1	Meas Value	4150224	Clostridium baratii	2
urn:ordercomms:rtest:textual-result	Clostridium cadaveris	Clostridium cadaveris	1	1	Meas Value	4041003	Clostridium cadaveris	2
urn:ordercomms:rtest:textual-result	Clostridium paraputrificum	Clostridium paraputrificum	1	1	Meas Value	4221627	Clostridium paraputrificum	2
urn:ordercomms:rtest:textual-result	Cupriavidus pauculus	Cupriavidus pauculus	1	1	Meas Value	4180286	Cupriavidus pauculus	2
urn:ordercomms:rtest:textual-result	Dermatophyte	Dermatophyte	1	1	Meas Value	4019374	Dermatophyte	2
urn:ordercomms:rtest:textual-result	Enterobacter hormaechei	Enterobacter hormaechei	1	1	Meas Value	4014972	Enterobacter hormaechei	2
urn:ordercomms:rtest:textual-result	Fungus	Fungus	1	1	Meas Value	4052703	Fungus	2
urn:ordercomms:rtest:textual-result	Gemella sanguinis	Gemella sanguinis	1	1	Meas Value	4051812	Gemella sanguinis	2
urn:ordercomms:rtest:textual-result	Globicatella sanguinis	Globicatella sanguinis	1	1	Meas Value	4190376	Globicatella sanguinis	2
