sourceDomain	sourceId	sourceTerm	certainty	review	omopDomainId	omopConceptId	omopConceptName	usedCount
urn:ordercomms:rtest:textual-result	Klebsiella sp.	Klebsiella sp.	0.573598567	1	Meas Value	4327473	Klebsiella	68
urn:ordercomms:rtest:textual-result	Streptococcus gordonii	Streptococcus gordonii	1	1	Meas Value	4015115	Streptococcus gordonii	67
urn:ordercomms:rtest:textual-result	Gram positive bacilli +++	Gram positive bacilli +++	0.422649731	1	Meas Value	4306758	Gram-positive bacillus	67
urn:ordercomms:rtest:textual-result	Streptococcus mutans	Streptococcus mutans	1	1	Meas Value	4064691	Streptococcus mutans	66
urn:ordercomms:rtest:textual-result	Burkholderia cepacia	Burkholderia cepacia	1	1	Meas Value	4034635	Burkholderia cepacia	64
urn:ordercomms:rtest:textual-result	Streptococcus bovis	Streptococcus bovis	0.622035527	1	Meas Value	4214081	Streptococcus bovis group	63
urn:ordercomms:rtest:textual-result	Aspergillus terreus	Aspergillus terreus	1	1	Meas Value	4097212	Aspergillus terreus	60
urn:ordercomms:rtest:textual-result	Enterococcus gallinarum	Enterococcus gallinarum	1	1	Meas Value	4180694	Enterococcus gallinarum	60
urn:ordercomms:rtest:textual-result	Achromobacter xylosoxidans	Achromobacter xylosoxidans	1	1	Meas Value	4189931	Achromobacter xylosoxidans	59
urn:ordercomms:rtest:textual-result	Saccharomyces cerevisiae	Saccharomyces cerevisiae	1	1	Meas Value	4240960	Saccharomyces cerevisiae	59
urn:ordercomms:rtest:textual-result	Aeromonas sobria	Aeromonas sobria	1	1	Meas Value	4183715	Aeromonas sobria	58
urn:ordercomms:rtest:textual-result	Mycobacterium sp.	Mycobacterium sp.	0.622035527	1	Meas Value	4348029	Mycobacterium	58
urn:ordercomms:rtest:textual-result	Pantoea SP.	Pantoea SP.	0.5	1	Meas Value	4018786	Pantoea	56
urn:ordercomms:rtest:textual-result	Ent. histolytica/dispar cysts	Ent. histolytica/dispar cysts	0.260290725	1	Meas Value	4004496	Entamoeba histolytica cyst	56
urn:ordercomms:rtest:textual-result	Corynebacterium amycolatum	Corynebacterium amycolatum	1	1	Meas Value	4015383	Corynebacterium amycolatum	55
urn:ordercomms:rtest:textual-result	Staphylococcus simulans	Staphylococcus simulans	1	1	Meas Value	4180267	Staphylococcus simulans	54
urn:ordercomms:rtest:textual-result	Enterobacter sp.	Enterobacter sp.	0.60776773	1	Meas Value	4242438	Enterobacter	52
urn:ordercomms:rtest:textual-result	Staphylococcus caprae	Staphylococcus caprae	1	1	Meas Value	4297326	Staphylococcus caprae	51
urn:ordercomms:rtest:textual-result	Gram positive bacilli	Gram positive bacilli	0.48203023	1	Meas Value	4306758	Gram-positive bacillus	51
urn:ordercomms:rtest:textual-result	Pasteurella sp.	Pasteurella sp.	0.59175171	1	Meas Value	4227127	Pasteurella	49
urn:ordercomms:rtest:textual-result	Klebsiella ozaenae	Klebsiella ozaenae	0.445299804	1	Meas Value	4327473	Klebsiella	49
urn:ordercomms:rtest:textual-result	Aeromonas hydrophila/caviae	Aeromonas hydrophila/caviae	0.272393125	1	Meas Value	4229267	Aeromonas	49
urn:ordercomms:rtest:textual-result	Aerococcus viridans	Aerococcus viridans	1	1	Meas Value	4303232	Aerococcus viridans	48
urn:ordercomms:rtest:textual-result	Streptococcus pyogenes	Streptococcus pyogenes	1	1	Meas Value	4213455	Streptococcus pyogenes	48
urn:ordercomms:rtest:textual-result	Hafnia alvei	Hafnia alvei	1	1	Meas Value	4295899	Hafnia alvei	47
urn:ordercomms:rtest:textual-result	Mycobacterium gordonae	Mycobacterium gordonae	1	1	Meas Value	4088746	Mycobacterium gordonae	47
urn:ordercomms:rtest:textual-result	Listeria moncytogenes	Listeria moncytogenes	0.558273896	1	Meas Value	4261846	Listeria monocytogenes	46
urn:ordercomms:rtest:textual-result	Aerococcus urinae	Aerococcus urinae	1	1	Meas Value	4347674	Aerococcus urinae	45
urn:ordercomms:rtest:textual-result	Corynebacterium sp.	Corynebacterium sp.	0.646446609	1	Meas Value	4299363	Corynebacterium	44
urn:ordercomms:rtest:textual-result	Haemophilus sp.	Haemophilus sp.	0.59175171	1	Meas Value	4323572	Haemophilus	44
urn:ordercomms:rtest:textual-result	Moraxella sp.	Moraxella sp.	0.552786405	1	Meas Value	4263926	Moraxella	44
urn:ordercomms:rtest:textual-result	Pseudomonas fluorescens	Pseudomonas fluorescens	1	1	Meas Value	4191249	Pseudomonas fluorescens	43
urn:ordercomms:rtest:textual-result	Microsporum canis	Microsporum canis	1	1	Meas Value	4078236	Microsporum canis	42
urn:ordercomms:rtest:textual-result	Actinomyces sp.	Actinomyces sp.	0.59175171	1	Meas Value	4236735	Actinomyces	42
urn:ordercomms:rtest:textual-result	Aeromonas sp.	Aeromonas sp.	0.552786405	1	Meas Value	4229267	Aeromonas	42
urn:ordercomms:rtest:textual-result	Gram negative diplococci seen	Gram negative diplococci seen	0.445299804	1	Meas Value	4308411	Gram-negative diplococcus	42
urn:ordercomms:rtest:textual-result	Enterobius vermicularis	Enterobius vermicularis	1	1	Meas Value	4208259	Enterobius vermicularis	41
urn:ordercomms:rtest:textual-result	Streptococcus dysgalactiae	Streptococcus dysgalactiae	1	1	Meas Value	4246822	Streptococcus dysgalactiae	40
urn:ordercomms:rtest:textual-result	Finegoldia magna	Finegoldia magna	1	1	Meas Value	4221055	Finegoldia magna	39
urn:ordercomms:rtest:textual-result	WBC: NEUTROPHILS NOT SEEN	WBC: NEUTROPHILS NOT SEEN	0.196780671	1	Meas Value	9190	Not detected	39
urn:ordercomms:rtest:textual-result	Ascaris lumbricoides	Ascaris lumbricoides	1	1	Meas Value	4077731	Ascaris lumbricoides	38
urn:ordercomms:rtest:textual-result	Granulicatella adiacens	Granulicatella adiacens	1	1	Meas Value	4034131	Granulicatella adiacens	38
urn:ordercomms:rtest:textual-result	Candida sp. NOT isolated	Candida sp. NOT isolated	0.335788836	1	Meas Value	4142856	Not isolated	38
urn:ordercomms:rtest:textual-result	Normal GU flora isolated	Normal GU flora isolated	0.195600333	1	Meas Value	4124457	Normal range	38
urn:ordercomms:rtest:textual-result	Bacteroides thetaiotaomicron	Bacteroides thetaiotaomicron	1	1	Meas Value	4142058	Bacteroides thetaiotaomicron	37
urn:ordercomms:rtest:textual-result	Parvimonas micra	Parvimonas micra	1	1	Meas Value	4200633	Parvimonas micra	37
urn:ordercomms:rtest:textual-result	Pasteurella canis	Pasteurella canis	1	1	Meas Value	4300981	Pasteurella canis	36
urn:ordercomms:rtest:textual-result	Rothia mucilaginosa	Rothia mucilaginosa	1	1	Meas Value	4211809	Rothia mucilaginosa	36
urn:ordercomms:rtest:textual-result	Neisseria sp.	Neisseria sp.	0.552786405	1	Meas Value	4244123	Neisseria	35
urn:ordercomms:rtest:textual-result	Serratia sp.	Serratia sp.	0.528595479	1	Meas Value	4170580	Serratia	35
urn:ordercomms:rtest:textual-result	Raoultella planticola	Raoultella planticola	1	1	Meas Value	4166421	Raoultella planticola	34
urn:ordercomms:rtest:textual-result	Enterococcus raffinosus	Enterococcus raffinosus	1	1	Meas Value	4011481	Enterococcus raffinosus	33
urn:ordercomms:rtest:textual-result	Gemella morbillorum	Gemella morbillorum	1	1	Meas Value	4034522	Gemella morbillorum	33
urn:ordercomms:rtest:textual-result	Pantoea agglomerans	Pantoea agglomerans	1	1	Meas Value	4018788	Pantoea agglomerans	33
urn:ordercomms:rtest:textual-result	Pseudomonas stutzeri	Pseudomonas stutzeri	1	1	Meas Value	4238322	Pseudomonas stutzeri	33
urn:ordercomms:rtest:textual-result	Clostridium septicum	Clostridium septicum	1	1	Meas Value	4141421	Clostridium septicum	32
urn:ordercomms:rtest:textual-result	Citrobacter sp.	Citrobacter sp.	0.59175171	1	Meas Value	4295448	Citrobacter	32
urn:ordercomms:rtest:textual-result	Insufficient sample	Insufficient sample	0.508696316	1	Meas Value	4307430	Insufficient	32
urn:ordercomms:rtest:textual-result	Bacillus cereus	Bacillus cereus	1	1	Meas Value	4309212	Bacillus cereus	31
urn:ordercomms:rtest:textual-result	Pseud. aeruginosa (mucoid)	Pseud. aeruginosa (mucoid)	0.292893219	1	Meas Value	4198675	Pseudomonas aeruginosa	31
urn:ordercomms:rtest:textual-result	Shigella flexneri	Shigella flexneri	1	1	Meas Value	4311807	Shigella flexneri	30
urn:ordercomms:rtest:textual-result	Streptococcus vestibularis	Streptococcus vestibularis	1	1	Meas Value	4015550	Streptococcus vestibularis	30
urn:ordercomms:rtest:textual-result	Eikenella corrodens	Eikenella corrodens	1	1	Meas Value	4200857	Eikenella corrodens	29
urn:ordercomms:rtest:textual-result	Scedosporium apiospermum	Scedosporium apiospermum	1	1	Meas Value	37109244	Scedosporium apiospermum	29
urn:ordercomms:rtest:textual-result	Aerococcus sp.	Aerococcus sp.	0.573598567	1	Meas Value	4231863	Aerococcus	29
urn:ordercomms:rtest:textual-result	Scanty Mixed	Scanty Mixed	0.308435925	1	Meas Value	4123508	+	29
urn:ordercomms:rtest:textual-result	Unidentified organism	Unidentified organism	0.230199641	1	Meas Value	4259632	Organism	29
urn:ordercomms:rtest:textual-result	Mycobacterium chelonae	Mycobacterium chelonae	1	1	Meas Value	4348175	Mycobacterium chelonae	28
urn:ordercomms:rtest:textual-result	Antigen DETECTED (by ELISA)	Antigen DETECTED (by ELISA)	0.183503419	1	Meas Value	4126681	Detected	28
urn:ordercomms:rtest:textual-result	Acinetobacter ursingii	Acinetobacter ursingii	1	1	Meas Value	4175185	Acinetobacter ursingii	27
urn:ordercomms:rtest:textual-result	Micrococcus luteus/lylae	Micrococcus luteus/lylae	0.372354086	1	Meas Value	4199767	Micrococcus	27
urn:ordercomms:rtest:textual-result	Candida lusitaniae	Candida lusitaniae	1	1	Meas Value	4171042	Candida lusitaniae	26
urn:ordercomms:rtest:textual-result	Burkholderia cepacia group	Burkholderia cepacia group	0.630725527	1	Meas Value	4034635	Burkholderia cepacia	26
urn:ordercomms:rtest:textual-result	Acremonium sp.	Acremonium sp.	0.573598567	1	Meas Value	4274504	Acremonium	26
urn:ordercomms:rtest:textual-result	WBC:Neutrophils not seen	WBC:Neutrophils not seen	0.204177574	1	Meas Value	9190	Not detected	26
urn:ordercomms:rtest:textual-result	Aspergillus versicolor	Aspergillus versicolor	1	1	Meas Value	4167527	Aspergillus versicolor	25
urn:ordercomms:rtest:textual-result	Delftia acidovorans	Delftia acidovorans	1	1	Meas Value	4069097	Delftia acidovorans	25
urn:ordercomms:rtest:textual-result	Enterobacter asburiae	Enterobacter asburiae	1	1	Meas Value	4140527	Enterobacter asburiae	25
urn:ordercomms:rtest:textual-result	Gemella haemolysans	Gemella haemolysans	1	1	Meas Value	4291154	Gemella haemolysans	25
urn:ordercomms:rtest:textual-result	Plesiomonas shigelloides	Plesiomonas shigelloides	1	1	Meas Value	4296403	Plesiomonas shigelloides	25
urn:ordercomms:rtest:textual-result	Proteus vulgaris group/penneri	Proteus vulgaris group/penneri	0.189356517	1	Meas Value	4196666	Proteus	25
urn:ordercomms:rtest:textual-result	Enterococcus casseliflavus	Enterococcus casseliflavus	1	1	Meas Value	4149104	Enterococcus casseliflavus	24
urn:ordercomms:rtest:textual-result	Fusobacterium nucleatum	Fusobacterium nucleatum	1	1	Meas Value	4139265	Fusobacterium nucleatum	24
urn:ordercomms:rtest:textual-result	Veillonella sp.	Veillonella sp.	0.59175171	1	Meas Value	4107221	Veillonella	24
urn:ordercomms:rtest:textual-result	Trichophyton tonsurans	Trichophyton tonsurans	1	1	Meas Value	4324138	Trichophyton tonsurans	23
urn:ordercomms:rtest:textual-result	Achromobacter sp.	Achromobacter sp.	0.622035527	1	Meas Value	4239076	Achromobacter	23
urn:ordercomms:rtest:textual-result	Raoutella planticola	Raoutella planticola	0.547089186	1	Meas Value	4166421	Raoultella planticola	23
urn:ordercomms:rtest:textual-result	Streptococcus viridans	Streptococcus viridans	0.477767032	1	Meas Value	4240344	Streptococcus	23
urn:ordercomms:rtest:textual-result	Candida africana	Candida africana	1	1	Meas Value	42536474	Candida africana	22
urn:ordercomms:rtest:textual-result	Ochrobactrum anthropi	Ochrobactrum anthropi	1	1	Meas Value	4023746	Ochrobactrum anthropi	22
urn:ordercomms:rtest:textual-result	Salmonella typhi	Salmonella typhi	1	1	Meas Value	4184768	Salmonella Typhi	22
urn:ordercomms:rtest:textual-result	Finegoldia magnus	Finegoldia magnus	0.688914492	1	Meas Value	4221055	Finegoldia magna	22
urn:ordercomms:rtest:textual-result	Raoultella ornitholytica	Raoultella ornitholytica	0.566987298	1	Meas Value	4212063	Raoultella ornithinolytica	22
urn:ordercomms:rtest:textual-result	Enterococcus durans	Enterococcus durans	1	1	Meas Value	4263064	Enterococcus durans	21
urn:ordercomms:rtest:textual-result	Mycobacterium fortuitum	Mycobacterium fortuitum	1	1	Meas Value	4352641	Mycobacterium fortuitum	21
urn:ordercomms:rtest:textual-result	Endolimax nana cysts	Endolimax nana cysts	0.835601013	1	Meas Value	43530783	Endolimax nana cyst	21
urn:ordercomms:rtest:textual-result	Pseudomonas sp. (mucoid)	Pseudomonas sp. (mucoid)	0.372354086	1	Meas Value	4211547	Pseudomonas	21
urn:ordercomms:rtest:textual-result	Aerococcus sanguinicola	Aerococcus sanguinicola	1	1	Meas Value	4146127	Aerococcus sanguinicola	20
urn:ordercomms:rtest:textual-result	Candida auris	Candida auris	1	1	Meas Value	37016320	Candida auris	20
urn:ordercomms:rtest:textual-result	Plasmodium falciparum	Plasmodium falciparum	1	1	Meas Value	4107212	Plasmodium falciparum	20
urn:ordercomms:rtest:textual-result	Rhizobium radiobacter	Rhizobium radiobacter	1	1	Meas Value	4206684	Rhizobium radiobacter	20
urn:ordercomms:rtest:textual-result	Salmonella paratyphi A	Salmonella paratyphi A	1	1	Meas Value	4195412	Salmonella Paratyphi A	20
urn:ordercomms:rtest:textual-result	Actinobaculum shaalii	Actinobaculum shaalii	0.5	1	Meas Value	4015403	Actinobaculum	20
urn:ordercomms:rtest:textual-result	Fusarium solani complex	Fusarium solani complex	1	1	Meas Value	36674964	Fusarium solani complex	19
urn:ordercomms:rtest:textual-result	Moraxella osloensis	Moraxella osloensis	1	1	Meas Value	4216542	Moraxella osloensis	19
urn:ordercomms:rtest:textual-result	Trichuris trichiura	Trichuris trichiura	1	1	Meas Value	4206018	Trichuris trichiura	19
urn:ordercomms:rtest:textual-result	Yersinia enterocolitica	Yersinia enterocolitica	1	1	Meas Value	4275872	Yersinia enterocolitica	19
urn:ordercomms:rtest:textual-result	Anaerobic streptococcus sp.	Anaerobic streptococcus sp.	0.711324865	1	Meas Value	4121990	Anaerobic streptococcus	19
urn:ordercomms:rtest:textual-result	Nocardia sp.	Nocardia sp.	0.528595479	1	Meas Value	4245771	Nocardia	19
urn:ordercomms:rtest:textual-result	Actinomyces israelii	Actinomyces israelii	1	1	Meas Value	4262658	Actinomyces israelii	18
urn:ordercomms:rtest:textual-result	Candida guilliermondii	Candida guilliermondii	1	1	Meas Value	4040988	Candida guilliermondii	18
urn:ordercomms:rtest:textual-result	Citrobacter farmeri	Citrobacter farmeri	1	1	Meas Value	4014816	Citrobacter farmeri	18
urn:ordercomms:rtest:textual-result	Fusarium oxysporum	Fusarium oxysporum	1	1	Meas Value	4310876	Fusarium oxysporum	18
urn:ordercomms:rtest:textual-result	Fusobacterium necrophorum	Fusobacterium necrophorum	1	1	Meas Value	4099615	Fusobacterium necrophorum	18
urn:ordercomms:rtest:textual-result	Kocuria kristinae	Kocuria kristinae	1	1	Meas Value	4034184	Kocuria kristinae	18
urn:ordercomms:rtest:textual-result	Streptococcus equinus	Streptococcus equinus	1	1	Meas Value	4217676	Streptococcus equinus	18
urn:ordercomms:rtest:textual-result	Streptococcus infantarius	Streptococcus infantarius	1	1	Meas Value	4217698	Streptococcus infantarius	18
urn:ordercomms:rtest:textual-result	Actinobaculum schaalii	Actinobaculum schaalii	0.477767032	1	Meas Value	4015403	Actinobaculum	18
urn:ordercomms:rtest:textual-result	Pseudomonas oryzihabitans	Pseudomonas oryzihabitans	0.416540034	1	Meas Value	4034617	Flavimonas oryzihabitans	18
urn:ordercomms:rtest:textual-result	Cryptococcus cells NOT seen	Cryptococcus cells NOT seen	0.374456758	1	Meas Value	9190	Not detected	18
urn:ordercomms:rtest:textual-result	Neisseria gonorrhoeae NOT isolated	Neisseria gonorrhoeae NOT isolated	0.246221639	1	Meas Value	4142856	Not isolated	18
urn:ordercomms:rtest:textual-result	Actinomyces neuii	Actinomyces neuii	1	1	Meas Value	45769893	Actinomyces neuii	17
urn:ordercomms:rtest:textual-result	Aeromonas caviae	Aeromonas caviae	1	1	Meas Value	4018795	Aeromonas caviae	17
urn:ordercomms:rtest:textual-result	Aggregatibacter aphrophilus	Aggregatibacter aphrophilus	1	1	Meas Value	40484530	Aggregatibacter aphrophilus	17
urn:ordercomms:rtest:textual-result	Arcanobacterium haemolyticum	Arcanobacterium haemolyticum	1	1	Meas Value	4264344	Arcanobacterium haemolyticum	17
urn:ordercomms:rtest:textual-result	Bordetella pertussis	Bordetella pertussis	1	1	Meas Value	4198560	Bordetella pertussis	17
urn:ordercomms:rtest:textual-result	Corynebacterium jeikeium	Corynebacterium jeikeium	1	1	Meas Value	4269491	Corynebacterium jeikeium	17
urn:ordercomms:rtest:textual-result	Mycobacterium malmoense	Mycobacterium malmoense	1	1	Meas Value	4250651	Mycobacterium malmoense	17
urn:ordercomms:rtest:textual-result	Vibrio parahaemolyticus	Vibrio parahaemolyticus	1	1	Meas Value	4035542	Vibrio parahaemolyticus	17
urn:ordercomms:rtest:textual-result	Yeast	Yeast	1	1	Meas Value	4265186	Yeast	17
urn:ordercomms:rtest:textual-result	Fusobacterium sp.	Fusobacterium sp.	0.622035527	1	Meas Value	4143777	Fusobacterium	17
urn:ordercomms:rtest:textual-result	Taenia sp.	Taenia sp.	0.465477516	1	Meas Value	4102628	Taenia	17
urn:ordercomms:rtest:textual-result	Aspergillus candidus	Aspergillus candidus	1	1	Meas Value	4068946	Aspergillus candidus	16
urn:ordercomms:rtest:textual-result	Corynebacterium propinquum	Corynebacterium propinquum	1	1	Meas Value	4012162	Corynebacterium propinquum	16
urn:ordercomms:rtest:textual-result	Streptococcus cristatus	Streptococcus cristatus	1	1	Meas Value	4015546	Streptococcus cristatus	16
urn:ordercomms:rtest:textual-result	Brevundimonas sp.	Brevundimonas sp.	0.622035527	1	Meas Value	4016008	Brevundimonas	16
urn:ordercomms:rtest:textual-result	SHIGELLA SP.	SHIGELLA SP.	0.528595479	1	Meas Value	4297755	Shigella	16
urn:ordercomms:rtest:textual-result	Gram negative diplococci +	Gram negative diplococci +	0.484921246	1	Meas Value	4308411	Gram-negative diplococcus	16
urn:ordercomms:rtest:textual-result	Eggerthella lenta	Eggerthella lenta	1	1	Meas Value	4189166	Eggerthella lenta	15
urn:ordercomms:rtest:textual-result	Mycobacterium abscessus	Mycobacterium abscessus	1	1	Meas Value	4034776	Mycobacterium abscessus	15
urn:ordercomms:rtest:textual-result	Peptoniphilus harei	Peptoniphilus harei	1	1	Meas Value	4334944	Peptoniphilus harei	15
urn:ordercomms:rtest:textual-result	Vibrio cholera	Vibrio cholera	0.80754991	1	Meas Value	4294263	Vibrio cholerae	15
urn:ordercomms:rtest:textual-result	Pseudomonas luteola	Pseudomonas luteola	0.65700283	1	Meas Value	4235061	Pseudomonas lutea	15
urn:ordercomms:rtest:textual-result	Leuconostoc sp.	Leuconostoc sp.	0.59175171	1	Meas Value	4183602	Leuconostoc	15
urn:ordercomms:rtest:textual-result	Anaerobic Gram +ve bacillus	Anaerobic Gram +ve bacillus	0.470187057	1	Meas Value	4348176	Anaerobic Gram-positive bacillus	15
urn:ordercomms:rtest:textual-result	"Gram negative cocci, scanty"	"Gram negative cocci, scanty"	0.35021371	1	Meas Value	4081940	Gram-negative coccus	15
urn:ordercomms:rtest:textual-result	Ps. aeruginosa (Non-mucoid)	Ps. aeruginosa (Non-mucoid)	0.280805048	1	Meas Value	37116715	Non-mucoid Pseudomonas aeruginosa	15
urn:ordercomms:rtest:textual-result	Candida ciferrii	Candida ciferrii	1	1	Meas Value	4153976	Candida ciferrii	14
urn:ordercomms:rtest:textual-result	Clostridium clostridioforme	Clostridium clostridioforme	1	1	Meas Value	4180851	Clostridium clostridioforme	14
urn:ordercomms:rtest:textual-result	Mycobacterium kansasii	Mycobacterium kansasii	1	1	Meas Value	4035790	Mycobacterium kansasii	14
urn:ordercomms:rtest:textual-result	Peptostreptococcus anaerobius	Peptostreptococcus anaerobius	1	1	Meas Value	4078522	Peptostreptococcus anaerobius	14
urn:ordercomms:rtest:textual-result	Providencia rettgeri	Providencia rettgeri	1	1	Meas Value	4030558	Providencia rettgeri	14
urn:ordercomms:rtest:textual-result	SCANTY GRAM POS COCCI	SCANTY GRAM POS COCCI	0.292893219	1	Meas Value	4241096	Gram-positive coccus	14
urn:ordercomms:rtest:textual-result	Burkholderia multivorans	Burkholderia multivorans	1	1	Meas Value	4034114	Burkholderia multivorans	13
urn:ordercomms:rtest:textual-result	Chryseobacterium indologenes	Chryseobacterium indologenes	1	1	Meas Value	4012024	Chryseobacterium indologenes	13
urn:ordercomms:rtest:textual-result	Clostridium ramosum	Clostridium ramosum	1	1	Meas Value	4177528	Clostridium ramosum	13
urn:ordercomms:rtest:textual-result	Lactococcus lactis	Lactococcus lactis	1	1	Meas Value	4265181	Lactococcus lactis	13
urn:ordercomms:rtest:textual-result	Staphylococcus pettenkoferi	Staphylococcus pettenkoferi	1	1	Meas Value	4181305	Staphylococcus pettenkoferi	13
urn:ordercomms:rtest:textual-result	Blastocystis hominis seen	Blastocystis hominis seen	0.65900283	1	Meas Value	4103712	Blastocystis hominis	13
urn:ordercomms:rtest:textual-result	Acremonium strictum	Acremonium strictum	0.513335737	1	Meas Value	42536997	Acremonium restrictum	13
urn:ordercomms:rtest:textual-result	Gram negative cocci +	Gram negative cocci +	0.422649731	1	Meas Value	4081940	Gram-negative coccus	13
urn:ordercomms:rtest:textual-result	Strep. sanguinis	Strep. sanguinis	0.342404051	1	Meas Value	4015549	Streptococcus sanguinis	13
urn:ordercomms:rtest:textual-result	Pseudomonas sp. (non-mucoid)	Pseudomonas sp. (non-mucoid)	0.322165611	1	Meas Value	4211547	Pseudomonas	13
urn:ordercomms:rtest:textual-result	Actinomyces meyeri	Actinomyces meyeri	1	1	Meas Value	4136507	Actinomyces meyeri	12
urn:ordercomms:rtest:textual-result	Aeromonas veronii	Aeromonas veronii	1	1	Meas Value	4244665	Aeromonas veronii	12
urn:ordercomms:rtest:textual-result	Pasteurella pneumotropica	Pasteurella pneumotropica	1	1	Meas Value	4138829	Pasteurella pneumotropica	12
urn:ordercomms:rtest:textual-result	Salmonella oranienburg	Salmonella oranienburg	1	1	Meas Value	4263217	Salmonella Oranienburg	12
urn:ordercomms:rtest:textual-result	Staphylococcus auricularis	Staphylococcus auricularis	1	1	Meas Value	4165042	Staphylococcus auricularis	12
urn:ordercomms:rtest:textual-result	Clostridium sordelli	Clostridium sordelli	0.839871846	1	Meas Value	4229771	Clostridium sordellii	12
urn:ordercomms:rtest:textual-result	Gram negative diplococci ++_	Gram negative diplococci ++_	0.457673855	1	Meas Value	4308411	Gram-negative diplococcus	12
urn:ordercomms:rtest:textual-result	Actinomyces odontolyticus	Actinomyces odontolyticus	1	1	Meas Value	4025113	Actinomyces odontolyticus	11
urn:ordercomms:rtest:textual-result	Bacteroides vulgatus	Bacteroides vulgatus	1	1	Meas Value	4199446	Bacteroides vulgatus	11
urn:ordercomms:rtest:textual-result	Clostridium sporogenes	Clostridium sporogenes	1	1	Meas Value	4212204	Clostridium sporogenes	11
urn:ordercomms:rtest:textual-result	Cryptococcus neoformans	Cryptococcus neoformans	1	1	Meas Value	4284105	Cryptococcus neoformans	11
urn:ordercomms:rtest:textual-result	Epidermophyton floccosum	Epidermophyton floccosum	1	1	Meas Value	4096942	Epidermophyton floccosum	11
urn:ordercomms:rtest:textual-result	Legionella pneumophila	Legionella pneumophila	1	1	Meas Value	4216497	Legionella pneumophila	11
urn:ordercomms:rtest:textual-result	Mycobacterium simiae	Mycobacterium simiae	1	1	Meas Value	4223532	Mycobacterium simiae	11
urn:ordercomms:rtest:textual-result	Salmonella virchow	Salmonella virchow	1	1	Meas Value	4244281	Salmonella Virchow	11
urn:ordercomms:rtest:textual-result	Shigella boydii	Shigella boydii	1	1	Meas Value	4206312	Shigella boydii	11
urn:ordercomms:rtest:textual-result	Staphylococcus intermedius	Staphylococcus intermedius	1	1	Meas Value	4142617	Staphylococcus intermedius	11
urn:ordercomms:rtest:textual-result	Streptococcus lutetiensis	Streptococcus lutetiensis	1	1	Meas Value	4214083	Streptococcus lutetiensis	11
urn:ordercomms:rtest:textual-result	Comomonas testosteroni	Comomonas testosteroni	0.56356422	1	Meas Value	4184021	Comamonas testosteroni	11
urn:ordercomms:rtest:textual-result	Propionibacterium granulosum	Propionibacterium granulosum	0.494219461	1	Meas Value	4144074	Propionibacterium	11
urn:ordercomms:rtest:textual-result	Staph. saccharolyticus	Staph. saccharolyticus	0.416904811	1	Meas Value	4164941	Staphylococcus saccharolyticus	11
urn:ordercomms:rtest:textual-result	Cryptococcus cells seen.	Cryptococcus cells seen.	0.405911474	1	Meas Value	4069831	Cryptococcus	11
urn:ordercomms:rtest:textual-result	Alcaligenes faecalis	Alcaligenes faecalis	1	1	Meas Value	4098060	Alcaligenes faecalis	10
urn:ordercomms:rtest:textual-result	Citrobacter youngae	Citrobacter youngae	1	1	Meas Value	4017113	Citrobacter youngae	10
urn:ordercomms:rtest:textual-result	Echinococcus granulosus	Echinococcus granulosus	1	1	Meas Value	4085733	Echinococcus granulosus	10
urn:ordercomms:rtest:textual-result	Fusobacterium gonidiaformans	Fusobacterium gonidiaformans	1	1	Meas Value	4222948	Fusobacterium gonidiaformans	10
urn:ordercomms:rtest:textual-result	Salmonella kentucky	Salmonella kentucky	1	1	Meas Value	4223829	Salmonella Kentucky	10
urn:ordercomms:rtest:textual-result	Salmonella stanley	Salmonella stanley	1	1	Meas Value	4338945	Salmonella Stanley	10
urn:ordercomms:rtest:textual-result	Schistosoma haematobium	Schistosoma haematobium	1	1	Meas Value	4140213	Schistosoma haematobium	10
urn:ordercomms:rtest:textual-result	Streptococcus alactolyticus	Streptococcus alactolyticus	1	1	Meas Value	4145289	Streptococcus alactolyticus	10
urn:ordercomms:rtest:textual-result	Streptococcus massiliensis	Streptococcus massiliensis	1	1	Meas Value	40480270	Streptococcus massiliensis	10
urn:ordercomms:rtest:textual-result	Scopulariopsis sp.	Scopulariopsis sp.	0.634851628	1	Meas Value	4221076	Scopulariopsis	10
urn:ordercomms:rtest:textual-result	Acinetobacter pitii	Acinetobacter pitii	0.632392689	1	Meas Value	44784215	Acinetobacter pittii	10
urn:ordercomms:rtest:textual-result	Peptococcus sp.	Peptococcus sp.	0.59175171	1	Meas Value	4071356	Peptococcus	10
urn:ordercomms:rtest:textual-result	Shewanella putrifaciens	Shewanella putrifaciens	0.573598567	1	Meas Value	4034346	Shewanella putrefaciens	10
urn:ordercomms:rtest:textual-result	Coryne. pseudodiphtheriticum	Coryne. pseudodiphtheriticum	0.476365062	1	Meas Value	4024967	Corynebacterium pseudodiphtheriticum	10
urn:ordercomms:rtest:textual-result	Chryseomonas indologenes	Chryseomonas indologenes	0.35192593	1	Meas Value	4012024	Chryseobacterium indologenes	10
urn:ordercomms:rtest:textual-result	Myocladus corymbiferus	Myocladus corymbiferus	0.215535459	1	Meas Value	4194793	Absidia corymbifera	10
urn:ordercomms:rtest:textual-result	WBC:Neutrophils not seen.	WBC:Neutrophils not seen.	0.196780671	1	Meas Value	9190	Not detected	10
